Make,Model,Vehicle_Class,Engine_Size(L),Cylinders,Transmission,Fuel_Type,Fuel_Consumption_City_(L/100_km),Fuel_Consumption_Hwy_(L/100_km),Fuel_Consumption_Comb_(L/100_km),Fuel_Consumption_Comb_(mpg),CO2_Emissions(g/km),Fuel_Type_name,Transmission_Name
TOYOTA,RAV4 LIMITED AWD,SUV - SMALL,2.5,4,AS6,X,10.7,8.3,9.6,29,221,regular gasoline,automatic with select shift
TOYOTA,SEQUOIA 4WD,SUV - STANDARD,5.7,8,AS6,X,18.8,14,16.6,17,382,regular gasoline,automatic with select shift
TOYOTA,SIENNA,MINIVAN,3.5,6,AS6,X,13,9.5,11.4,25,262,regular gasoline,automatic with select shift
TOYOTA,SIENNA AWD,MINIVAN,3.5,6,AS6,X,14.4,10.2,12.5,23,288,regular gasoline,automatic with select shift
TOYOTA,TACOMA,PICKUP TRUCK - SMALL,2.7,4,A4,X,12.2,9.9,11.2,25,258,regular gasoline,automatic
TOYOTA,TACOMA,PICKUP TRUCK - SMALL,2.7,4,M5,X,11.3,9.5,10.5,27,242,regular gasoline,manual
TOYOTA,TACOMA,PICKUP TRUCK - SMALL,4,6,M6,X,14.5,11.3,13.1,22,301,regular gasoline,manual
TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,2.7,4,A4,X,13.1,11.3,12.3,23,283,regular gasoline,automatic
TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,2.7,4,M5,X,12.9,11.5,12.3,23,283,regular gasoline,manual
TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,4,6,A5,X,14.8,11.6,13.4,21,308,regular gasoline,automatic
TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,4,6,M6,X,15.3,12.3,14,20,322,regular gasoline,manual
TOYOTA,TUNDRA,PICKUP TRUCK - STANDARD,4.6,8,AS6,X,15.9,12.3,14.3,20,329,regular gasoline,automatic with select shift
TOYOTA,TUNDRA,PICKUP TRUCK - STANDARD,5.7,8,AS6,X,17.2,12.8,15.2,19,350,regular gasoline,automatic with select shift
TOYOTA,TUNDRA 4WD,PICKUP TRUCK - STANDARD,4.6,8,AS6,X,16.9,12.8,15.1,19,347,regular gasoline,automatic with select shift
TOYOTA,TUNDRA 4WD,PICKUP TRUCK - STANDARD,5.7,8,AS6,X,18.5,14.2,16.6,17,382,regular gasoline,automatic with select shift
TOYOTA,VENZA,SUV - SMALL,2.7,4,AS6,X,11.6,9,10.4,27,239,regular gasoline,automatic with select shift
TOYOTA,VENZA,SUV - SMALL,3.5,6,AS6,X,12.5,9,10.9,26,251,regular gasoline,automatic with select shift
TOYOTA,VENZA 4WD,SUV - SMALL,2.7,4,AS6,X,11.6,9.2,10.5,27,242,regular gasoline,automatic with select shift
TOYOTA,VENZA 4WD,SUV - SMALL,3.5,6,AS6,X,12.8,9.3,11.3,25,260,regular gasoline,automatic with select shift
TOYOTA,YARIS,COMPACT,1.5,4,A4,X,7.8,6.6,7.3,39,168,regular gasoline,automatic
TOYOTA,YARIS,COMPACT,1.5,4,M5,X,7.7,6.3,7.1,40,163,regular gasoline,manual
VOLKSWAGEN,BEETLE,COMPACT,1.8,4,AS6,X,9.6,7.2,8.5,33,196,regular gasoline,automatic with select shift
VOLKSWAGEN,BEETLE,COMPACT,1.8,4,M5,X,9.9,7.2,8.7,32,200,regular gasoline,manual
VOLKSWAGEN,BEETLE,COMPACT,2,4,AM6,Z,10,7.9,9.1,31,209,premium gasoline,automated manual
VOLKSWAGEN,BEETLE,COMPACT,2,4,M6,Z,10.4,7.7,9.2,31,212,premium gasoline,manual
VOLKSWAGEN,BEETLE TDI (modified),COMPACT,2,4,AM6,D,7.6,5.7,6.9,41,183,diesel,automated manual
VOLKSWAGEN,BEETLE TDI (modified),COMPACT,2,4,M6,D,7.6,5.7,6.9,41,184,diesel,manual
VOLKSWAGEN,BEETLE CONVERTIBLE,SUBCOMPACT,1.8,4,AS6,X,9.8,7.3,8.7,32,200,regular gasoline,automatic with select shift
VOLKSWAGEN,BEETLE CONVERTIBLE,SUBCOMPACT,2,4,AM6,Z,10.3,8.2,9.4,30,216,premium gasoline,automated manual
VOLKSWAGEN,BEETLE CONVERTIBLE,SUBCOMPACT,2,4,M6,Z,10.4,7.7,9.2,31,212,premium gasoline,manual
VOLKSWAGEN,CC,COMPACT,2,4,AM6,Z,10.7,7.7,9.3,30,214,premium gasoline,automated manual
VOLKSWAGEN,CC,COMPACT,2,4,M6,Z,11.4,7.4,9.6,29,221,premium gasoline,manual
VOLKSWAGEN,CC 4MOTION,COMPACT,3.6,6,AS6,Z,13.9,9.3,11.8,24,271,premium gasoline,automatic with select shift
VOLKSWAGEN,EOS,SUBCOMPACT,2,4,AM6,Z,10.8,7.8,9.5,30,219,premium gasoline,automated manual
VOLKSWAGEN,GOLF,COMPACT,1.8,4,AS6,X,9.3,6.5,8.1,35,186,regular gasoline,automatic with select shift
VOLKSWAGEN,GOLF,COMPACT,1.8,4,M5,X,9.3,6.4,8,35,184,regular gasoline,manual
VOLKSWAGEN,GOLF TDI (modified),COMPACT,2,4,AM6,D,7.6,5.5,6.5,43,177,diesel,automated manual
VOLKSWAGEN,GOLF TDI (modified),COMPACT,2,4,M6,D,7.8,5.2,6.5,43,178,diesel,manual
VOLKSWAGEN,GOLF GTI,COMPACT,2,4,AM6,Z,9.5,7.2,8.5,33,196,premium gasoline,automated manual
VOLKSWAGEN,GOLF GTI,COMPACT,2,4,M6,Z,9.4,6.9,8.3,34,191,premium gasoline,manual
VOLKSWAGEN,GOLF SPORTWAGON,STATION WAGON - SMALL,1.8,4,AS6,X,9.4,6.8,8.2,34,193,regular gasoline,automatic with select shift
VOLKSWAGEN,GOLF SPORTWAGON,STATION WAGON - SMALL,1.8,4,M5,X,9.5,6.6,8.2,34,189,regular gasoline,manual
VOLKSWAGEN,GOLF SPORTWAGON TDI (modified),STATION WAGON - SMALL,2,4,AM6,D,7.6,5.6,6.7,42,180,diesel,automated manual
VOLKSWAGEN,GOLF SPORTWAGON TDI (modified),STATION WAGON - SMALL,2,4,M6,D,7.6,5.5,6.7,42,179,diesel,manual
VOLKSWAGEN,JETTA,COMPACT,1.8,4,AS6,X,9.3,6.3,7.9,36,182,regular gasoline,automatic with select shift
VOLKSWAGEN,JETTA,COMPACT,1.8,4,M5,X,9.3,6.3,8,35,184,regular gasoline,manual
VOLKSWAGEN,JETTA,COMPACT,2,4,AS6,X,10.4,7,8.9,32,205,regular gasoline,automatic with select shift
VOLKSWAGEN,JETTA,COMPACT,2,4,M5,X,9.5,6.9,8.4,34,193,regular gasoline,manual
VOLKSWAGEN,JETTA TDI (modified),COMPACT,2,4,AM6,D,7.6,5.2,6.5,43,175,diesel,automated manual
VOLKSWAGEN,JETTA TDI (modified),COMPACT,2,4,M6,D,7.6,5.1,6.5,43,176,diesel,manual
VOLKSWAGEN,JETTA GLI,COMPACT,2,4,AM6,Z,10,7.3,8.8,32,202,premium gasoline,automated manual
VOLKSWAGEN,JETTA GLI,COMPACT,2,4,M6,Z,10.3,7.2,8.9,32,205,premium gasoline,manual
VOLKSWAGEN,JETTA HYBRID,COMPACT,1.4,4,AM7,Z,5.6,4.9,5.3,53,122,premium gasoline,automated manual
VOLKSWAGEN,PASSAT,MID-SIZE,1.8,4,AS6,X,9.7,6.6,8.3,34,191,regular gasoline,automatic with select shift
VOLKSWAGEN,PASSAT,MID-SIZE,1.8,4,M5,X,9.8,6.7,8.4,34,193,regular gasoline,manual
VOLKSWAGEN,PASSAT TDI (modified),MID-SIZE,2,4,AM6,D,7.8,5.6,6.9,41,185,diesel,automated manual
VOLKSWAGEN,PASSAT TDI (modified),MID-SIZE,2,4,M6,D,7.8,5.3,6.7,42,182,diesel,manual
VOLKSWAGEN,PASSAT,MID-SIZE,3.6,6,AM6,Z,11.9,8.5,10.4,27,239,premium gasoline,automated manual
VOLKSWAGEN,TIGUAN,SUV - SMALL,2,4,AS6,Z,11.5,9.3,10.5,27,242,premium gasoline,automatic with select shift
VOLKSWAGEN,TIGUAN,SUV - SMALL,2,4,M6,Z,13,9,11.2,25,258,premium gasoline,manual
VOLKSWAGEN,TIGUAN 4MOTION,SUV - SMALL,2,4,AS6,Z,11.7,9.4,10.7,26,246,premium gasoline,automatic with select shift
VOLKSWAGEN,TOUAREG,SUV - STANDARD,3.6,6,AS8,Z,14.1,10.4,12.4,23,292,premium gasoline,automatic with select shift
VOLKSWAGEN,TOUAREG TDI (modified),SUV - STANDARD,3,6,AS8,D,11.8,8.1,10.2,28,277,diesel,automatic with select shift
VOLVO,S60 POLESTAR AWD,COMPACT,3,6,AS6,X,12.8,8.9,11,26,253,regular gasoline,automatic with select shift
VOLVO,S60 T5 ,COMPACT,2,4,AS8,X,9.8,6.6,8.4,34,193,regular gasoline,automatic with select shift
VOLVO,S60 T5 AWD,COMPACT,2.5,5,AS6,X,11.6,8.2,10.1,28,232,regular gasoline,automatic with select shift
VOLVO,S60 T6   ,COMPACT,2,4,AS8,Z,10.1,7.3,8.9,32,205,premium gasoline,automatic with select shift
VOLVO,S60 T6 AWD,COMPACT,3,6,AS6,X,12.9,9,11.2,25,258,regular gasoline,automatic with select shift
VOLVO,S80 T5,MID-SIZE,2,4,AS8,X,9.8,6.6,8.4,34,193,regular gasoline,automatic with select shift
VOLVO,S80 T6 AWD,MID-SIZE,3,6,AS6,X,12.9,9,11.2,25,258,regular gasoline,automatic with select shift
VOLVO,V60 CC,SUV - SMALL,2,4,AS8,X,9.8,7.6,8.8,32,202,regular gasoline,automatic with select shift
VOLVO,V60 CC AWD,SUV - SMALL,2.5,5,AS6,X,11.8,8.5,10.3,27,237,regular gasoline,automatic with select shift
VOLVO,V60 POLESTAR AWD,STATION WAGON - SMALL,3,6,AS6,X,12.8,8.9,11,26,253,regular gasoline,automatic with select shift
VOLVO,V60 T5,STATION WAGON - SMALL,2,4,AS8,X,9.8,6.6,8.4,34,193,regular gasoline,automatic with select shift
VOLVO,V60 T5 AWD,STATION WAGON - SMALL,2.5,5,AS6,X,11.6,8.2,10.1,28,232,regular gasoline,automatic with select shift
VOLVO,V60 T6 AWD,STATION WAGON - SMALL,3,6,AS6,X,12.9,9,11.2,25,258,regular gasoline,automatic with select shift
VOLVO,XC60 3.2 AWD,SUV - SMALL,3.2,6,AS6,X,13.1,9.5,11.5,25,264,regular gasoline,automatic with select shift
VOLVO,XC60 T5,SUV - SMALL,2,4,AS8,X,9.8,7.6,8.8,32,202,regular gasoline,automatic with select shift
VOLVO,XC60 T5 AWD,SUV - SMALL,2.5,5,AS6,X,13,9.4,11.4,25,262,regular gasoline,automatic with select shift
VOLVO,XC60 T6  ,SUV - SMALL,2,4,AS8,Z,10.7,7.8,9.4,30,216,premium gasoline,automatic with select shift
VOLVO,XC60 T6 AWD,SUV - SMALL,3,6,AS6,X,13.6,9.9,11.9,24,274,regular gasoline,automatic with select shift
VOLVO,XC70 3.2 AWD,SUV - SMALL,3.2,6,AS6,X,13.1,9.1,11.3,25,260,regular gasoline,automatic with select shift
VOLVO,XC70 T5,SUV - SMALL,2,4,AS8,X,9.8,7.6,8.8,32,202,regular gasoline,automatic with select shift
VOLVO,XC70 T6 AWD,SUV - SMALL,3,6,AS6,X,13.6,9.9,11.9,24,274,regular gasoline,automatic with select shift
ACURA,ILX,COMPACT,2.4,4,AM8,Z,9.3,6.6,8.1,35,189,premium gasoline,automated manual
ACURA,MDX SH-AWD,SUV - SMALL,3.5,6,AS9,Z,12.7,9.1,11.1,25,254,premium gasoline,automatic with select shift
ACURA,MDX SH-AWD ELITE,SUV - SMALL,3.5,6,AS9,Z,12.2,9.1,10.7,26,251,premium gasoline,automatic with select shift
ACURA,RDX AWD,SUV - SMALL,3.5,6,AS6,Z,12.4,8.6,10.7,26,249,premium gasoline,automatic with select shift
ACURA,RLX,MID-SIZE,3.5,6,AS6,Z,11.9,7.7,10,28,235,premium gasoline,automatic with select shift
ACURA,RLX HYBRID,MID-SIZE,3.5,6,AM7,Z,8,7.5,7.7,37,180,premium gasoline,automated manual
ACURA,TLX,COMPACT,2.4,4,AM8,Z,9.6,6.6,8.3,34,196,premium gasoline,automated manual
ACURA,TLX SH-AWD,COMPACT,3.5,6,AS9,Z,11.2,7.5,9.6,29,226,premium gasoline,automatic with select shift
ALFA ROMEO,4C,TWO-SEATER,1.8,4,AM6,Z,9.7,6.9,8.4,34,197,premium gasoline,automated manual
ASTON MARTIN,DB9 GT,MINICOMPACT,5.9,12,A6,Z,18,12.6,15.6,18,365,premium gasoline,automatic
ASTON MARTIN,RAPIDE S,SUBCOMPACT,6,12,A8,Z,16.8,10.9,14.2,20,332,premium gasoline,automatic
ASTON MARTIN,VANQUISH,MINICOMPACT,6,12,A8,Z,17.6,11.4,14.8,19,346,premium gasoline,automatic
ASTON MARTIN,V8 VANTAGE,TWO-SEATER,4.7,8,AM7,Z,17.4,11.3,14.7,19,343,premium gasoline,automated manual
ASTON MARTIN,V8 VANTAGE,TWO-SEATER,4.7,8,M6,Z,18.1,12.3,15.5,18,362,premium gasoline,manual
ASTON MARTIN,VANTAGE GT,TWO-SEATER,4.7,8,AM7,Z,17.4,11.3,14.7,19,343,premium gasoline,automated manual
ASTON MARTIN,VANTAGE GT,TWO-SEATER,4.7,8,M6,Z,18.1,12.3,15.5,18,362,premium gasoline,manual
ASTON MARTIN,V8 VANTAGE S,TWO-SEATER,4.7,8,AM7,Z,17.4,11.3,14.7,19,343,premium gasoline,automated manual
ASTON MARTIN,V8 VANTAGE S,TWO-SEATER,4.7,8,M6,Z,18.1,12.3,15.5,18,362,premium gasoline,manual
ASTON MARTIN,V12 VANTAGE S,TWO-SEATER,6,12,AM7,Z,19.5,12.8,16.5,17,390,premium gasoline,automated manual
AUDI,A3,SUBCOMPACT,1.8,4,AM6,X,10,7.1,8.7,32,204,regular gasoline,automated manual
AUDI,A3 QUATTRO,SUBCOMPACT,2,4,AM6,X,9.8,7.2,8.6,33,201,regular gasoline,automated manual
AUDI,A3 CABRIOLET QUATTRO,SUBCOMPACT,2,4,AM6,X,10.1,7.5,8.9,32,208,regular gasoline,automated manual
AUDI,A4,COMPACT,2,4,AV8,Z,9.9,7.6,8.9,32,212,premium gasoline,continuously variable
AUDI,A4 QUATTRO,COMPACT,2,4,AS8,Z,11,7.8,9.6,29,224,premium gasoline,automatic with select shift
AUDI,A4 QUATTRO,COMPACT,2,4,M6,Z,10.6,7.3,9.1,31,214,premium gasoline,manual
AUDI,A4 ALLROAD QUATTRO,STATION WAGON - SMALL,2,4,AS8,Z,11.2,8.4,9.9,29,232,premium gasoline,automatic with select shift
AUDI,A5 QUATTRO,SUBCOMPACT,2,4,AS8,Z,11,7.8,9.6,29,224,premium gasoline,automatic with select shift
AUDI,A5 QUATTRO,SUBCOMPACT,2,4,M6,Z,10.6,7.3,9.1,31,214,premium gasoline,manual
AUDI,A5 CABRIOLET QUATTRO,SUBCOMPACT,2,4,AS8,Z,11.3,8,9.8,29,230,premium gasoline,automatic with select shift
AUDI,A6 QUATTRO,MID-SIZE,2,4,AS8,Z,10.8,7.3,9.2,31,211,premium gasoline,automatic with select shift
AUDI,A6 QUATTRO,MID-SIZE,3,6,AS8,Z,11.6,7.9,9.9,29,232,premium gasoline,automatic with select shift
AUDI,A6 QUATTRO TDI (modified),MID-SIZE,3,6,AS8,D,9.4,6.2,7.8,36,213,diesel,automatic with select shift
AUDI,A7 QUATTRO,MID-SIZE,3,6,AS8,Z,11.6,7.9,9.9,29,232,premium gasoline,automatic with select shift
AUDI,A7 QUATTRO TDI (modified),MID-SIZE,3,6,AS8,D,9.4,6.2,7.8,36,213,diesel,automatic with select shift
AUDI,A8 QUATTRO,MID-SIZE,3,6,AS8,Z,12.6,8,10.5,27,247,premium gasoline,automatic with select shift
AUDI,A8 QUATTRO,MID-SIZE,4,8,AS8,Z,12.9,8,10.7,26,249,premium gasoline,automatic with select shift
AUDI,A8 QUATTRO TDI (modified),MID-SIZE,3,6,AS8,D,9.8,6.5,8.4,34,224,diesel,automatic with select shift
AUDI,A8L QUATTRO,FULL-SIZE,4,8,AS8,Z,13.1,8.3,10.9,26,255,premium gasoline,automatic with select shift
AUDI,A8L QUATTRO,FULL-SIZE,6.3,12,AS8,Z,17.8,10.8,14.6,19,344,premium gasoline,automatic with select shift
AUDI,Q3,COMPACT,2,4,AS6,Z,12,8.2,10.3,27,242,premium gasoline,automatic with select shift
AUDI,Q3 QUATTRO,COMPACT,2,4,AS6,Z,11.9,8.4,10.3,27,240,premium gasoline,automatic with select shift
AUDI,Q5 QUATTRO,SUV - SMALL,2,4,AS8,Z,12,8.5,10.4,27,244,premium gasoline,automatic with select shift
AUDI,Q5 QUATTRO,SUV - SMALL,3,6,AS8,Z,13.2,9.2,11.4,25,267,premium gasoline,automatic with select shift
AUDI,Q5 QUATTRO TDI (modified),SUV - SMALL,3,6,AS8,D,10.2,7.8,9,31,244,diesel,automatic with select shift
AUDI,Q5 HYBRID QUATTRO,SUV - SMALL,2,4,AS8,Z,9.8,7.9,8.9,32,209,premium gasoline,automatic with select shift
AUDI,RS 7 QUATTRO,MID-SIZE,4,8,AS8,Z,16.6,9.4,13.3,21,313,premium gasoline,automatic with select shift
AUDI,S3 QUATTRO,SUBCOMPACT,2,4,AM6,Z,10.1,7.7,9,31,211,premium gasoline,automated manual
AUDI,S4 QUATTRO,COMPACT,3,6,AM7,Z,13,8.5,11,26,257,premium gasoline,automated manual
AUDI,S4 QUATTRO,COMPACT,3,6,M6,Z,13.8,9,11.7,24,273,premium gasoline,manual
AUDI,S5 QUATTRO,SUBCOMPACT,3,6,AM7,Z,13,8.5,11,26,257,premium gasoline,automated manual
AUDI,S5 QUATTRO,SUBCOMPACT,3,6,M6,Z,13.8,9,11.7,24,273,premium gasoline,manual
AUDI,S5 CABRIOLET QUATTRO,SUBCOMPACT,3,6,AM7,Z,13.3,9.1,11.4,25,266,premium gasoline,automated manual
AUDI,S6 QUATTRO,MID-SIZE,4,8,AM7,Z,13.3,8.8,11.3,25,263,premium gasoline,automated manual
AUDI,S7 QUATTRO,MID-SIZE,4,8,AM7,Z,13.4,8.8,11.4,25,265,premium gasoline,automated manual
AUDI,S8 QUATTRO,MID-SIZE,4,8,AS8,Z,15.7,9.4,12.8,22,300,premium gasoline,automatic with select shift
AUDI,SQ5 QUATTRO,SUV - SMALL,3,6,AS8,Z,14.1,9.9,12.2,23,285,premium gasoline,automatic with select shift
AUDI,TT COUPE QUATTRO,SUBCOMPACT,2,4,AM6,X,10.1,7.8,9.1,31,209,regular gasoline,automated manual
AUDI,TT ROADSTER QUATTRO,TWO-SEATER,2,4,AM6,X,10.1,7.8,9.1,31,209,regular gasoline,automated manual
AUDI,TTS COUPE QUATTRO,SUBCOMPACT,2,4,AM6,Z,10.3,8.6,9.5,30,222,premium gasoline,automated manual
BENTLEY,CONTINENTAL GT,COMPACT,4,8,AS8,Z,16.1,9.4,13.1,22,307,premium gasoline,automatic with select shift
BENTLEY,CONTINENTAL GT,COMPACT,6,12,AS8,Z,18.9,11.2,15.4,18,360,premium gasoline,automatic with select shift
BENTLEY,CONTINENTAL GT CONVERTIBLE,SUBCOMPACT,4,8,AS8,Z,17.7,10.3,14.4,20,337,premium gasoline,automatic with select shift
BENTLEY,CONTINENTAL GT CONVERTIBLE,SUBCOMPACT,6,12,AS8,Z,19.6,11.7,16,18,375,premium gasoline,automatic with select shift
BENTLEY,FLYING SPUR,MID-SIZE,4,8,AS8,Z,17.7,10,14.2,20,334,premium gasoline,automatic with select shift
BENTLEY,FLYING SPUR,MID-SIZE,6,12,AS8,Z,20.3,11.9,16.5,17,388,premium gasoline,automatic with select shift
BENTLEY,MULSANNE,MID-SIZE,6.8,8,AS8,Z,21,13.1,17.5,16,408,premium gasoline,automatic with select shift
BMW,228i,SUBCOMPACT,2,4,AS8,Z,9.9,6.5,8.4,34,197,premium gasoline,automatic with select shift
BMW,228i,SUBCOMPACT,2,4,M6,Z,10.7,7,9,31,211,premium gasoline,manual
BMW,228i xDRIVE,SUBCOMPACT,2,4,AS8,Z,10.4,6.8,8.8,32,207,premium gasoline,automatic with select shift
BMW,228i xDRIVE CABRIOLET,SUBCOMPACT,2,4,AS8,Z,10.5,6.9,8.9,32,209,premium gasoline,automatic with select shift
BMW,320i,COMPACT,2,4,AS8,Z,9.9,6.5,8.4,34,197,premium gasoline,automatic with select shift
BMW,320i,COMPACT,2,4,M6,Z,10.7,7,9,31,211,premium gasoline,manual
BMW,320i xDRIVE,COMPACT,2,4,AS8,Z,10.4,6.8,8.8,32,207,premium gasoline,automatic with select shift
BMW,328d xDRIVE,COMPACT,2,4,AS8,D,7.7,5.7,6.8,42,183,diesel,automatic with select shift
BMW,328d xDRIVE TOURING,STATION WAGON - SMALL,2,4,AS8,D,7.7,5.7,6.8,42,183,diesel,automatic with select shift
BMW,328i xDRIVE,COMPACT,2,4,AS8,Z,10.5,6.9,8.9,32,209,premium gasoline,automatic with select shift
BMW,328i xDRIVE GRAN TURISMO,FULL-SIZE,2,4,AS8,Z,10.5,6.9,8.9,32,209,premium gasoline,automatic with select shift
BMW,328i xDRIVE TOURING,STATION WAGON - SMALL,2,4,AS8,Z,10.5,6.9,8.9,32,209,premium gasoline,automatic with select shift
BMW,335i xDRIVE GRAN TURISMO,FULL-SIZE,3,6,AS8,Z,12,7.9,10.2,28,238,premium gasoline,automatic with select shift
BMW,340i,COMPACT,3,6,AS8,Z,10.9,7.2,9.3,30,217,premium gasoline,automatic with select shift
BMW,340i,COMPACT,3,6,M6,Z,11.6,7.8,9.9,29,231,premium gasoline,manual
BMW,340i xDRIVE,COMPACT,3,6,AS8,Z,10.9,7.3,9.3,30,216,premium gasoline,automatic with select shift
BMW,340i xDRIVE,COMPACT,3,6,M6,Z,11.9,8.3,10.3,27,241,premium gasoline,manual
BMW,428i CABRIOLET,SUBCOMPACT,2,4,AS8,Z,10.8,6.7,8.9,32,211,premium gasoline,automatic with select shift
BMW,428i COUPE,COMPACT,2,4,AS8,Z,9.9,6.5,8.4,34,197,premium gasoline,automatic with select shift
BMW,428i COUPE,COMPACT,2,4,M6,Z,10.7,7,9,31,211,premium gasoline,manual
BMW,428i GRAN COUPE,COMPACT,2,4,AS8,Z,10.8,6.7,8.9,32,211,premium gasoline,automatic with select shift
BMW,428i GRAN COUPE,COMPACT,2,4,M6,Z,10.9,6.8,9,31,210,premium gasoline,manual
BMW,428i xDRIVE CABRIOLET,SUBCOMPACT,2,4,AS8,Z,11.3,7.1,9.4,30,221,premium gasoline,automatic with select shift
BMW,428i xDRIVE COUPE,COMPACT,2,4,AS8,Z,10.5,6.9,8.9,32,209,premium gasoline,automatic with select shift
BMW,428i xDRIVE GRAN COUPE,COMPACT,2,4,AS8,Z,10.5,6.9,8.9,32,209,premium gasoline,automatic with select shift
BMW,435i CABRIOLET,SUBCOMPACT,3,6,AS8,Z,11.8,7.6,9.9,29,232,premium gasoline,automatic with select shift
BMW,435i COUPE,COMPACT,3,6,AS8,Z,11.6,7.7,9.9,29,232,premium gasoline,automatic with select shift
BMW,435i COUPE,COMPACT,3,6,M6,Z,12.1,8.4,10.5,27,246,premium gasoline,manual
BMW,435i xDRIVE CABRIOLET,SUBCOMPACT,3,6,AS8,Z,11.9,8.1,10.2,28,238,premium gasoline,automatic with select shift
BMW,435i xDRIVE COUPE,COMPACT,3,6,AS8,Z,12,7.9,10.2,28,238,premium gasoline,automatic with select shift
BMW,435i xDRIVE COUPE,COMPACT,3,6,M6,Z,12.3,8.4,10.5,27,247,premium gasoline,manual
BMW,435i xDRIVE GRAN COUPE,COMPACT,3,6,AS8,Z,12,7.9,10.2,28,238,premium gasoline,automatic with select shift
BMW,528i xDRIVE,MID-SIZE,2,4,AS8,Z,10.5,6.9,8.9,32,209,premium gasoline,automatic with select shift
BMW,535d xDRIVE,MID-SIZE,3,6,AS8,D,9.2,6.3,7.9,36,212,diesel,automatic with select shift
BMW,535i xDRIVE,MID-SIZE,3,6,AS8,Z,11.9,8.1,10.2,28,238,premium gasoline,automatic with select shift
BMW,535i xDRIVE GRAN TURISMO,FULL-SIZE,3,6,AS8,Z,13,9.1,11.2,25,263,premium gasoline,automatic with select shift
BMW,550i xDRIVE,MID-SIZE,4.4,8,AS8,Z,14.4,9.6,12.3,23,288,premium gasoline,automatic with select shift
BMW,550i xDRIVE GRAN TURISMO,FULL-SIZE,4.4,8,AS8,Z,14.3,9.3,12.1,23,283,premium gasoline,automatic with select shift
BMW,640i xDRIVE CABRIOLET,SUBCOMPACT,3,6,AS8,Z,11.9,8.1,10.2,28,238,premium gasoline,automatic with select shift
BMW,640i xDRIVE GRAN COUPE,COMPACT,3,6,AS8,Z,11.9,8.1,10.2,28,238,premium gasoline,automatic with select shift
BMW,650i xDRIVE CABRIOLET,SUBCOMPACT,4.4,8,AS8,Z,14.3,9.3,12.1,23,283,premium gasoline,automatic with select shift
BMW,650i xDRIVE COUPE,COMPACT,4.4,8,AS8,Z,14.4,9.6,12.3,23,288,premium gasoline,automatic with select shift
BMW,650i xDRIVE GRAN COUPE,COMPACT,4.4,8,AS8,Z,14.3,9.3,12.1,23,283,premium gasoline,automatic with select shift
BMW,750i xDRIVE,FULL-SIZE,4.4,8,AS8,Z,14.3,9.3,12.1,23,283,premium gasoline,automatic with select shift
BMW,750Li xDRIVE,FULL-SIZE,4.4,8,AS8,Z,14.3,9.3,12.1,23,283,premium gasoline,automatic with select shift
BMW,ACTIVEHYBRID 5,MID-SIZE,3,6,AS8,Z,10.6,7.9,9.4,30,219,premium gasoline,automatic with select shift
BMW,ALPINA B6 xDRIVE GRAN COUPE,COMPACT,4.4,8,AS8,Z,14.3,9.3,12.1,23,283,premium gasoline,automatic with select shift
BMW,M2,SUBCOMPACT,3,6,AM7,Z,11.8,8.8,10.4,27,244,premium gasoline,automated manual
BMW,M2,SUBCOMPACT,3,6,M6,Z,12.7,9.2,11.1,25,260,premium gasoline,manual
BMW,M235i,SUBCOMPACT,3,6,AS8,Z,11.6,7.7,9.9,29,232,premium gasoline,automatic with select shift
BMW,M235i,SUBCOMPACT,3,6,M6,Z,11.9,8.6,10.4,27,245,premium gasoline,manual
BMW,M235i CABRIOLET,SUBCOMPACT,3,6,AS8,Z,11.6,7.7,9.9,29,232,premium gasoline,automatic with select shift
BMW,M235i CABRIOLET,SUBCOMPACT,3,6,M6,Z,12.1,8.4,10.5,27,246,premium gasoline,manual
BMW,M235i xDRIVE,SUBCOMPACT,3,6,AS8,Z,12,7.9,10.2,28,238,premium gasoline,automatic with select shift
BMW,M235i xDRIVE CABRIOLET,SUBCOMPACT,3,6,AS8,Z,12,7.9,10.2,28,238,premium gasoline,automatic with select shift
BMW,M3,COMPACT,3,6,AM7,Z,14.1,9.7,12.1,23,284,premium gasoline,automated manual
BMW,M3,COMPACT,3,6,M6,Z,13.7,9,11.6,24,271,premium gasoline,manual
BMW,M4 CABRIOLET,SUBCOMPACT,3,6,AM7,Z,14.2,9.6,12.1,23,282,premium gasoline,automated manual
BMW,M4 CABRIOLET,SUBCOMPACT,3,6,M6,Z,14.1,9,11.8,24,278,premium gasoline,manual
BMW,M4 COUPE,COMPACT,3,6,AM7,Z,14.1,9.7,12.1,23,284,premium gasoline,automated manual
BMW,M4 COUPE,COMPACT,3,6,M6,Z,13.7,9,11.6,24,271,premium gasoline,manual
BMW,M5,MID-SIZE,4.4,8,AM7,Z,17.3,11.5,14.7,19,344,premium gasoline,automated manual
BMW,M5,MID-SIZE,4.4,8,M6,Z,16.1,10.9,13.7,21,321,premium gasoline,manual
BMW,M6,COMPACT,4.4,8,AM7,Z,17.3,11.5,14.7,19,344,premium gasoline,automated manual
